date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:52:03	49059/49059	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/img/trainers/trainer-2.jpg	D:/KRITI/ardventures.in/kriti/kriti/assets/img/trainers/trainer-2.jpg	(from http://ardventures.in/kriti/kriti/index.php)
11:52:04	12372/12372	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202020%2006:22:03%20GMT	http://ardventures.in/kriti/kriti/about.php	D:/KRITI/ardventures.in/kriti/kriti/about.html	(from http://ardventures.in/kriti/kriti/index.php)
11:52:04	741/741	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2005%20May%202020%2015:12:51%20GMT	http://ardventures.in/kriti/kriti/term.php	D:/KRITI/ardventures.in/kriti/kriti/term.php	(from http://ardventures.in/kriti/kriti/index.php)
11:52:19	89476/89476	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/jquery/jquery.min.js	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/jquery/jquery.min.js	(from http://ardventures.in/kriti/kriti/index.php)
11:52:27	206385/206385	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Sep%202020%2004:22:30%20GMT	http://ardventures.in/kriti/kriti/assets/img/Smt.%20Neeru%20Saxena%20%20-%20Chairperson%20.jpg	D:/KRITI/ardventures.in/kriti/kriti/assets/img/Smt.%20Neeru%20Saxena%20%20-%20Chairperson%20.jpg	(from http://ardventures.in/kriti/kriti/index.php)
11:52:28	370221/370221	---M--	200	added ('OK')	video/mp4	date:Tue,%2001%20Sep%202020%2002:52:40%20GMT	http://ardventures.in/kriti/kriti/bbb.mp4	D:/KRITI/ardventures.in/kriti/kriti/bbb.mp4	(from http://ardventures.in/kriti/kriti/index.php)
11:52:28	2532/2532	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/jquery.easing/jquery.easing.min.js	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/jquery.easing/jquery.easing.min.js	(from http://ardventures.in/kriti/kriti/index.php)
11:52:29	5013/5013	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/php-email-form/validate.js	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/php-email-form/validate.js	(from http://ardventures.in/kriti/kriti/index.php)
11:52:30	2406/2406	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/counterup/counterup.min.js	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/counterup/counterup.min.js	(from http://ardventures.in/kriti/kriti/index.php)
11:52:30	9028/9028	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/waypoints/jquery.waypoints.min.js	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/waypoints/jquery.waypoints.min.js	(from http://ardventures.in/kriti/kriti/index.php)
11:52:32	81084/81084	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from http://ardventures.in/kriti/kriti/index.php)
11:52:33	14690/14690	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/aos/aos.js	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/aos/aos.js	(from http://ardventures.in/kriti/kriti/index.php)
11:52:33	4403/4403	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/js/main.js	D:/KRITI/ardventures.in/kriti/kriti/assets/js/main.js	(from http://ardventures.in/kriti/kriti/index.php)
11:52:36	44342/44342	---M--	200	added ('OK')	application/javascript	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/owl.carousel/owl.carousel.min.js	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/owl.carousel/owl.carousel.min.js	(from http://ardventures.in/kriti/kriti/index.php)
11:53:20	263296/263296	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxicons.eot	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxicons.eot	(from http://ardventures.in/kriti/kriti/assets/vendor/boxicons/css/boxicons.min.css)
11:53:35	89924/89924	---M--	200	added ('OK')	font/woff2	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxicons.woff2	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxicons.woff2	(from http://ardventures.in/kriti/kriti/assets/vendor/boxicons/css/boxicons.min.css)
11:53:59	537868/537868	---M--	200	added ('OK')	font/woff2	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/icofont/fonts/icofont.woff2	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/icofont/fonts/icofont.woff2	(from http://ardventures.in/kriti/kriti/assets/vendor/icofont/icofont.min.css)
11:54:17	645604/645604	---M--	200	added ('OK')	font/woff	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/icofont/fonts/icofont.woff	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/icofont/fonts/icofont.woff	(from http://ardventures.in/kriti/kriti/assets/vendor/icofont/icofont.min.css)
11:54:19	263204/263204	---M--	200	added ('OK')	font/woff	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxicons.woff	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxicons.woff	(from http://ardventures.in/kriti/kriti/assets/vendor/boxicons/css/boxicons.min.css)
11:54:23	933813/933813	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxicons.svg?	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxiconsd41d.svg	(from http://ardventures.in/kriti/kriti/assets/vendor/boxicons/css/boxicons.min.css)
11:54:46	125268/125268	---M--	200	added ('OK')	font/woff2	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicon.woff2?t=1590207869815	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicondf6d.woff2	(from http://ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicon.css)
11:54:46	263128/263128	---M--	200	added ('OK')	font/ttf	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxicons.ttf	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/boxicons/fonts/boxicons.ttf	(from http://ardventures.in/kriti/kriti/assets/vendor/boxicons/css/boxicons.min.css)
11:54:59	1191093/1191093	---M--	200	added ('OK')	image/jpeg	date:Mon,%2031%20Aug%202020%2015:44:09%20GMT	http://ardventures.in/kriti/kriti/assets/img/kriti.jpg	D:/KRITI/ardventures.in/kriti/kriti/assets/img/kriti.jpg	(from http://ardventures.in/kriti/kriti/index.php)
11:55:06	1195522/1195522	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicon.svg?t=1590207869815	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicondf6d.svg	(from http://ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicon.css)
11:55:08	4976/4976	---M--	200	added ('OK')	image/png	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/owl.carousel/assets/owl.video.play.png	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/owl.carousel/assets/owl.video.play.png	(from http://ardventures.in/kriti/kriti/assets/vendor/owl.carousel/assets/owl.carousel.min.css)
11:55:16	172876/172876	---M--	200	added ('OK')	font/woff	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicon.woff?t=1590207869815	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicondf6d.woff	(from http://ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicon.css)
11:55:26	55416/55416	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Aug%202020%2012:49:46%20GMT	http://ardventures.in/kriti/kriti/assets/img/acc.jpg	D:/KRITI/ardventures.in/kriti/kriti/assets/img/acc.jpg	(from http://ardventures.in/kriti/kriti/demo12.php)
11:55:26	15098/15098	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202020%2006:25:26%20GMT	http://ardventures.in/kriti/kriti/watch.php?class=12&sub=Accounts	D:/KRITI/ardventures.in/kriti/kriti/watch873b.html	(from http://ardventures.in/kriti/kriti/demo12.php)
11:55:28	127542/127542	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Aug%202020%2020:29:58%20GMT	http://ardventures.in/kriti/kriti/assets/img/hero-bg.jpg	D:/KRITI/ardventures.in/kriti/kriti/assets/img/hero-bg.jpg	(from http://ardventures.in/kriti/kriti/assets/css/style.css)
11:55:29	13325/13325	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Aug%202020%2012:55:32%20GMT	http://ardventures.in/kriti/kriti/assets/img/bs.png	D:/KRITI/ardventures.in/kriti/kriti/assets/img/bs.png	(from http://ardventures.in/kriti/kriti/demo12.php)
11:55:29	403228/403228	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2016%20Jun%202020%2015:19:28%20GMT	http://ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicon.eot?t=1590207869815	D:/KRITI/ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicondf6d.eot	(from http://ardventures.in/kriti/kriti/assets/vendor/remixicon/remixicon.css)
11:55:29	12779/12779	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202020%2006:25:28%20GMT	http://ardventures.in/kriti/kriti/watch.php?class=12&sub=Business%20Studies	D:/KRITI/ardventures.in/kriti/kriti/watche389.html	(from http://ardventures.in/kriti/kriti/demo12.php)
11:55:36	42436/42436	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Aug%202020%2013:00:44%20GMT	http://ardventures.in/kriti/kriti/assets/img/ec.png	D:/KRITI/ardventures.in/kriti/kriti/assets/img/ec.png	(from http://ardventures.in/kriti/kriti/demo12.php)
11:55:37	14960/14960	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202020%2006:25:36%20GMT	http://ardventures.in/kriti/kriti/watch.php?class=11&sub=Accounts	D:/KRITI/ardventures.in/kriti/kriti/watchbf5c.html	(from http://ardventures.in/kriti/kriti/demo11.php)
11:55:37	12760/12760	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202020%2006:25:36%20GMT	http://ardventures.in/kriti/kriti/watch.php?class=11&sub=Business%20Studies	D:/KRITI/ardventures.in/kriti/kriti/watchac50.html	(from http://ardventures.in/kriti/kriti/demo11.php)
11:55:38	12744/12744	---M-Z	200	added ('OK')	text/html	date:Tue,%2001%20Sep%202020%2006:25:37%20GMT	http://ardventures.in/kriti/kriti/watch.php?class=11&sub=Economics	D:/KRITI/ardventures.in/kriti/kriti/watchc00e.html	(from http://ardventures.in/kriti/kriti/demo11.php)
11:55:43	77305/77305	---M--	200	added ('OK')	image/jpeg	date:Sat,%2029%20Aug%202020%2013:04:50%20GMT	http://ardventures.in/kriti/kriti/assets/img/ps.jpg	D:/KRITI/ardventures.in/kriti/kriti/assets/img/ps.jpg	(from http://ardventures.in/kriti/kriti/demo12.php)
